,cord_uid,affiliations,location
17075,3luslilo,,
17076,keyc0d46,,
17077,k5oedk1k,,
17078,ethry5d7,,
17079,lwdz9ka6,,
17080,p133hmzo,,
17081,zw4n4nsg,,
17082,dz64rqh7,,
17083,od484ub1,,
17084,rsjosksr,,
17085,glqaqpek,"Larissa Sweeny (University of Alabama at Birmingham ; 1670 University Boulevard, Volker Hall G082) ; Zhiyong Liu (University of Alabama at Birmingham ; 1670 University Boulevard, Volker Hall G082) ; Benjamin D Bush (University of Alabama at Birmingham ; 1670 University Boulevard, Volker Hall G082) ; Yolanda Hartman (University of Alabama at Birmingham ; 1670 University Boulevard, Volker Hall G082) ; Tong Zhou ; Eben L Rosenthal (University of Alabama at Birmingham ; 1670 University Boulevard, Volker Hall G082)","1670 University Boulevard, Volker Hall G082 ; 1670 University Boulevard, Volker Hall G082 ; 1670 University Boulevard, Volker Hall G082 ; 1670 University Boulevard, Volker Hall G082 ;   ; 1670 University Boulevard, Volker Hall G082"
17086,8gkul6zk,Gigi Gronvall ; Crystal Boddie ; Rickard Knutsson ; Michelle Colby,  ;   ;   ;  
17087,z30un6r8,,
17088,j8jqkabo,,
17089,zx0f142d,,
17090,pitfgn2s,,
17091,mtarxe5l,,
17092,nr5dq615,,
17093,qy2iqjcz,,
17094,ze6leikn,,
17095,c32q85mj,"Jinxiang Yu (University of Colorado Denver ; Research 2, 12700 E. 19th Avenue ; C238-P15, 80045 ; Aurora, Office ; CO) ; Thomas J Anchordoquy (University of Colorado Denver ; Research 2, 12700 E. 19th Avenue ; C238-P15, 80045 ; Aurora, Office ; CO) ; Jinxiang Yu@ucdenver Edu; (University of Colorado Denver ; Research 2, 12700 E. 19th Avenue ; C238-P15, 80045 ; Aurora, Office ; CO)","Research 2, 12700 E. 19th Avenue ; C238-P15, 80045 ; Aurora, Office ; CO ; Research 2, 12700 E. 19th Avenue ; C238-P15, 80045 ; Aurora, Office ; CO ; Research 2, 12700 E. 19th Avenue ; C238-P15, 80045 ; Aurora, Office ; CO"
17096,ad2tw0rq,,
17097,vxu7ciuo,,
17098,8anxp3mh,"Ángela Vázquez-Calvo (Cantoblanco, Madrid ; Spain) ; Miguel A Martín-Acebes (Cantoblanco, Madrid ; Spain) ; Juan-Carlos Sáiz (Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria (INIA) ; Madrid ; Spain) ; Nhi Ngo (The Scripps Research Institute ; La Jolla ; California) ; F Sobrino (Cantoblanco, Madrid ; Spain) ; Juan Carlos De La Torre (The Scripps Research Institute ; La Jolla ; California)","Cantoblanco, Madrid ; Spain ; Cantoblanco, Madrid ; Spain ; Madrid ; Spain ; La Jolla ; California ; Cantoblanco, Madrid ; Spain ; La Jolla ; California"
17099,7e4xiz4c,,
17100,mm3ydvsb,,
17101,r4hfwae1,,
17102,ke7w8ul9,,
17103,edl0a75i,Reyna L Vangilder (West Virginia University School of Nursing ; Morgantown ; WV ; USA) ; Charles L Rosen ; Taura L Barr (West Virginia University School of Nursing ; Morgantown ; WV ; USA) ; Jason D Huber (West Virginia University School of Medicine ; Morgantown ; WV ; USA),Morgantown ; WV ; USA ;   ; Morgantown ; WV ; USA ; Morgantown ; WV ; USA
17104,7mjp1hv9,,
17105,1nilce1a,,
17106,6jvdu0mr,,
17107,ihnl8ajr,,
17108,5mckugi8,,
17109,iqrtagdp,,
17110,d21rxlsy,,
17111,zvve79m0,,
17112,l2w0kfss,,
17113,q2zmhs9k,,
17114,unszclt1,,
17115,j2a4cc1k,,
17116,lsjx56e8,,
17117,j9tizs8e,,
17118,q85mlgqr,,
17119,nwd64f5u,,
17120,uffkhnbn,,
17121,4g5e1tso,,
17122,kqyhegbd,,
17123,4xx3y9r6,,
17124,ef4hs346,,
17125,6ofeit1e,,
17126,hcj4w2e3,,
17127,ynef1d1t,Elizabeth J Faul (Thomas Jefferson University ; Philadelphia ; PA ; USA) ; Celestine N Wanjalla (Thomas Jefferson University ; Philadelphia ; PA ; USA) ; James P Mcgettigan (Thomas Jefferson University ; Philadelphia ; PA ; USA) ; Matthias J Schnell (Thomas Jefferson University ; Philadelphia ; PA ; USA),Philadelphia ; PA ; USA ; Philadelphia ; PA ; USA ; Philadelphia ; PA ; USA ; Philadelphia ; PA ; USA
17128,1xe0o54e,,
17129,hsreiigy,Qinghe Zhu ; Donghua Guo ; Li Feng ; Dongbo Sun,  ;   ;   ;  
17130,udegj5la,,
17131,5qi6n45v,,
17132,mcuixluu,,
17133,ric11y22,,
17134,9p9ukr87,,
17135,c4z0jnho,,
17136,wffaarzv,,
17137,2k1nh74w,,
17138,v5bws8o5,,
17139,7dp7d1ip,Ahmed Al-Qahtani (University of California ; 92697-4120 ; Irvine ; CA) ; Zhenming Xu (University of California ; 92697-4120 ; Irvine ; CA) ; Hong Zan (University of California ; 92697-4120 ; Irvine ; CA) ; Craig M Walsh (University of California ; 92697-4120 ; Irvine ; CA) ; Paolo Casali (University of California ; 92697-4120 ; Irvine ; CA),92697-4120 ; Irvine ; CA ; 92697-4120 ; Irvine ; CA ; 92697-4120 ; Irvine ; CA ; 92697-4120 ; Irvine ; CA ; 92697-4120 ; Irvine ; CA
17140,r8a6n9c4,,
17141,d0dblf7y,,
17142,jpqvdmlj,,
17143,h45kjac8,,
17144,gwslfunb,,
17145,tfrbqmeg,,
17146,p0lc89mc,,
17147,pv628lcz,,
17148,xwtc006y,Robin B Knobel (Duke University ; Physics) ; Bob D Guenther (Duke University ; Physics) ; Henry E Rice (Duke University ; Physics) ; Paul H Sherman (Duke University ; Physics),Physics ; Physics ; Physics ; Physics
17149,79k49dhd,,
17150,pzk1pyzx,,
17151,fzp4xdl9,Antoine Louveau (University of Virginia ; 22908 ; Charlottesville ; VA ; USA) ; Tajie H Harris (University of Virginia ; 22908 ; Charlottesville ; VA ; USA) ; Jonathan Kipnis (University of Virginia ; 22908 ; Charlottesville ; VA ; USA),22908 ; Charlottesville ; VA ; USA ; 22908 ; Charlottesville ; VA ; USA ; 22908 ; Charlottesville ; VA ; USA
17152,6v1yy2wb,,
17153,soogikht,,
17154,tezem7dq,,
17155,8khoqbl5,,
17156,j5hggp99,,
17157,4t2y69o9,Yunjeong Kim^ ; Anushka C Galasiti (Wichita State University ; Wichita ; Kansas ; USA) ; Kankanamalage +  ; Vishnu C Damalanka (Wichita State University ; Wichita ; Kansas ; USA) ; Pathum M Weerawarna (Wichita State University ; Wichita ; Kansas ; USA) ; William C Groutas (Wichita State University ; Wichita ; Kansas ; USA) ; Kyeong-Ok Chang^,  ; Wichita ; Kansas ; USA ;   ; Wichita ; Kansas ; USA ; Wichita ; Kansas ; USA ; Wichita ; Kansas ; USA ;  
17158,m28jw7yj,"J R Zelnick (Touro College ; NY, NY ; USA) ; A Gibbs (University of KwaZulu-Natal ; Durban ; South Africa) ; M Loveday ; N Padayatchi (Durban ; South Africa) ; M R O&apos;donnell (Durban ; South Africa)","NY, NY ; USA ; Durban ; South Africa ;   ; Durban ; South Africa ; Durban ; South Africa"
17159,n2o7iiew,,
17160,ldszihyc,,
17161,zxgp1coa,,
17162,7okjc7xl,Christian Renaud (Fred Hutchinson Cancer Research Center ; Seattle ; WA ; United States) ; Angela P Campbell (Fred Hutchinson Cancer Research Center ; Seattle ; WA ; United States),Seattle ; WA ; United States ; Seattle ; WA ; United States
17163,9wd4wqb5,,
17164,oy77dqax,,
17165,wdddbi73,,
17166,s0d3ada2,,
17167,8saxo041,,
17168,0hzj4wmx,,
17169,y4t84phi,,
17170,u72cqkuh,,
17171,gsp7kvtw,,
17172,6eibj2hy,,
17173,et3mjp72,,
17174,31o4rk31,,
17175,s45exx9z,,
17176,lvce34xj,,
17177,ma9h8v0s,,
17178,ds2zexrs,,
17179,jqftm6l7,,
17180,ozp3nwuu,,
17181,qjph68uq,,
17182,lhdtwwow,,
17183,a8ilrt0l,,
17184,j3lu9m2n,,
17185,52igtg8n,,
17186,zalkeuzi,,
17187,93bwhhft,,
17188,8eqvx537,,
17189,x3cb7nrn,,
17190,45m9ib3k,,
17191,qxim9186,"Scott Santibañ Ez ; Philip M Polgreen (University of Iowa ; Iowa City ; IA ; USA) ; Susan E Beekmann (Association of State and Territorial Health Officials ; Arlington ; VA ; USA) ; Catherine Cairns (Association of State and Territorial Health Officials ; Arlington ; VA ; USA) ; Gregory A Filice ; Marcelle Layton (New York City ; New York ; NY ; USA) ; James M Hughes (Emory University ; 1600 Clifton Rd NE, MS-C18 ; 30333 ; Atlanta, Atlanta ; GA, GA ; USA, USA)","  ; Iowa City ; IA ; USA ; Arlington ; VA ; USA ; Arlington ; VA ; USA ;   ; New York ; NY ; USA ; 1600 Clifton Rd NE, MS-C18 ; 30333 ; Atlanta, Atlanta ; GA, GA ; USA, USA"
17192,4cxtli1f,,
17193,vwgc2tce,S Timothy Motley (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland) ; Cassie L Redden (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland) ; Kristin A Sannes-Lowery (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland) ; Mark W Eshoo (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland) ; Steven A Hofstadler (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland) ; James P Burans (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland) ; M J Rosovitz (National Biodefense Analysis and Countermeasures Center ; Frederick ; Maryland),Frederick ; Maryland ; Frederick ; Maryland ; Frederick ; Maryland ; Frederick ; Maryland ; Frederick ; Maryland ; Frederick ; Maryland ; Frederick ; Maryland
17194,njaqkulr,,
17195,sbf89n29,Jing Xiong (China Pharmaceutical University ; 210009 ; Nanjing ; Jiangsu ; China) ; Virginia M Miller (Mayo Clinic ; 55905 ; Rochester ; Minnesota) ; Yunman Li (China Pharmaceutical University ; 210009 ; Nanjing ; Jiangsu ; China) ; Muthuvel Jayachandran (Mayo Clinic ; 55905 ; Rochester ; Minnesota),210009 ; Nanjing ; Jiangsu ; China ; 55905 ; Rochester ; Minnesota ; 210009 ; Nanjing ; Jiangsu ; China ; 55905 ; Rochester ; Minnesota
17196,89lojw9s,,
17197,e1rbshzx,,
17198,qigd3rgq,Patrick C Rämer (University of Zürich ; CH-8057 ; Zürich ; Switzerland) ; Obinna Chijioke (University of Zürich ; CH-8057 ; Zürich ; Switzerland) ; Sonja Meixlsperger (University of Zürich ; CH-8057 ; Zürich ; Switzerland) ; Carol S Leung (University of Zürich ; CH-8057 ; Zürich ; Switzerland) ; Christian Münz (University of Zürich ; CH-8057 ; Zürich ; Switzerland),CH-8057 ; Zürich ; Switzerland ; CH-8057 ; Zürich ; Switzerland ; CH-8057 ; Zürich ; Switzerland ; CH-8057 ; Zürich ; Switzerland ; CH-8057 ; Zürich ; Switzerland
17199,0dkttavx,,
17200,tsm48wio,,
17201,dkod24iq,,
17202,uuvnvc9z,,
17203,ltqt66a4,,
17204,tl3uo3n9,,
17205,ojov4u9r,,
17206,0fuednp1,,
17207,82bpz7nd,,
17208,3gkyglkc,,
17209,080lwu4p,,
17210,9ucem5tf,,
17211,p1jyzpdq,,
17212,gzr4dec3,Matthew G Drake (Oregon Health & Science University ; Portland ; Oregon) ; Elizabeth R Bivins-Smith (Oregon Health & Science University ; Portland ; Oregon) ; Becky J Proskocil (Oregon Health & Science University ; Portland ; Oregon) ; Zhenying Nie (Oregon Health & Science University ; Portland ; Oregon) ; Gregory D Scott (Stanford University School of Medicine ; Stanford ; California) ; James J Lee ; Nancy A Lee (Mayo Clinic in Arizona ; Scottsdale ; Arizona) ; Allison D Fryer (Oregon Health & Science University ; Portland ; Oregon) ; David B Jacoby (Oregon Health & Science University ; Portland ; Oregon),Portland ; Oregon ; Portland ; Oregon ; Portland ; Oregon ; Portland ; Oregon ; Stanford ; California ;   ; Scottsdale ; Arizona ; Portland ; Oregon ; Portland ; Oregon
17213,ehb22mdm,,
17214,i6alyi42,,
17215,zjufx4fo,,
17216,clyj2kw5,,
17217,v6oltkdc,,
17218,lc4qvvou,Darci R Smith (Virology Division ; Fort Detrick ; MD) ; Sarah Mccarthy (Virology Division ; Fort Detrick ; MD) ; Andrew Chrovian (Virology Division ; Fort Detrick ; MD) ; Gene Olinger (Virology Division ; Fort Detrick ; MD) ; Andrea Stossel (Virology Division ; Fort Detrick ; MD) ; Thomas W Geisbert (Boston University School of Medicine ; Boston ; MA) ; Lisa E Hensley (Virology Division ; Fort Detrick ; MD) ; John H Connor (Boston University School of Medicine ; Boston ; MA),Fort Detrick ; MD ; Fort Detrick ; MD ; Fort Detrick ; MD ; Fort Detrick ; MD ; Fort Detrick ; MD ; Boston ; MA ; Fort Detrick ; MD ; Boston ; MA
17219,9cqimw3k,,
17220,uwe7uwf6,,
17221,16gdc916,,
17222,mmqlwsye,Arun K Ghosh (Purdue University ; 47907 ; West Lafayette ; IN) ; Jun Takayama (Purdue University ; 47907 ; West Lafayette ; IN) ; Yoann Aubin (Purdue University ; 47907 ; West Lafayette ; IN) ; Kiira Ratia (University of Illinois at Chicago ; 900 S. Ashland ; IL) ; ≠  ; Rima Chaudhuri (University of Illinois at Chicago ; 900 S. Ashland ; IL) ; Yahira Baez (University of Illinois at Chicago ; 900 S. Ashland ; IL) ; Katrina Sleeman (Stritch School of Medicine ; 60153 ⊥⊥ ; Maywood ; IL) ; Melissa Coughlin (Stritch School of Medicine ; 60153 ⊥⊥ ; Maywood ; IL) ; ⊥⊥  ; Daniel B Nichols (Stritch School of Medicine ; 60153 ⊥⊥ ; Maywood ; IL) ; Debbie C Mulhearn (University of Illinois at Chicago ; 900 S. Ashland ; IL) ; Bellur S Prabhakar (Stritch School of Medicine ; 60153 ⊥⊥ ; Maywood ; IL) ; Susan C Baker (Stritch School of Medicine ; 60153 ⊥⊥ ; Maywood ; IL) ; Michael E Johnson (University of Illinois at Chicago ; 900 S. Ashland ; IL) ; Andrew D Mesecar (University of Illinois at Chicago ; 900 S. Ashland ; IL),47907 ; West Lafayette ; IN ; 47907 ; West Lafayette ; IN ; 47907 ; West Lafayette ; IN ; 900 S. Ashland ; IL ;   ; 900 S. Ashland ; IL ; 900 S. Ashland ; IL ; 60153 ⊥⊥ ; Maywood ; IL ; 60153 ⊥⊥ ; Maywood ; IL ;   ; 60153 ⊥⊥ ; Maywood ; IL ; 900 S. Ashland ; IL ; 60153 ⊥⊥ ; Maywood ; IL ; 60153 ⊥⊥ ; Maywood ; IL ; 900 S. Ashland ; IL ; 900 S. Ashland ; IL
17223,l57d57co,,
17224,c2z84s2s,,
17225,5s6cby2p,,
17226,1p0zn92s,Michelle E Olsen (Boston University ; Boston ; Massachusetts) ; John H Connor (Boston University ; Boston ; Massachusetts),Boston ; Massachusetts ; Boston ; Massachusetts
17227,rdru7ifb,Vivek M Advani (University of Maryland ; 20742 ; College Park ; MD ; USA) ; Jonathan D Dinman (University of Maryland ; 20742 ; College Park ; MD ; USA),20742 ; College Park ; MD ; USA ; 20742 ; College Park ; MD ; USA
17228,s1vyhijy,,
17229,t1txki0r,,
17230,rhkzwlf0,,
17231,28g8b753,,
17232,bst0guwr,D Marcino (Public Health Agency of Canada ; Winnipeg ; MB) ; K Gordon (Public Health Agency of Canada ; Winnipeg ; MB),Winnipeg ; MB ; Winnipeg ; MB
17233,02yhi01f,,
17234,a4tnp3jv,,
17235,ukutfv54,,
17236,akxnx7kq,,
17237,mssid3vo,,
17238,gdfn1z4q,,
17239,aiisogpo,,
17240,j65n5ec9,,
17241,mwsq5h4j,,
17242,d7nuiggx,,
17243,6cqfw693,,
17244,9ywao2yt,Edwine W Barasa ; Sassy Molyneux ; Mike English ; Susan Cleary,  ;   ;   ;  
17245,xptxoc3t,,
17246,0ipo4a5p,,
17247,7enl5ygv,,
17248,96k689ol,Kurt J Vandegrift ; Susanne H Sokolow (University of California ; Santa Cruz ; CA) ; Peter Daszak ; A Marm Kilpatrick (University of California ; Santa Cruz ; CA),  ; Santa Cruz ; CA ;   ; Santa Cruz ; CA
17249,7psn1d13,,
17250,d8lc0k19,,
17251,key29aid,,
17252,2i96hd5i,,
17253,uoqhg6zm,,
17254,08sdzn5l,Frank L Smith Iii (University of Sydney ; New South Wales ; Australia),New South Wales ; Australia
17255,fsiqjs1m,,
17256,y64cv0u1,,
17257,0t52a8qp,,
17258,eqmlblfx,Jennifer E Schuster (Children's Mercy Hospital ; Kansas City ; Missouri) ; Najwa Khuri-Bulos (Jordan University ; Amman ; Jordan) ; Samir Faouri (Al Bashir Hospital ; Amman ; Jordan) ; Asem Shehabi (Jordan University ; Amman ; Jordan) ; Monika Johnson (Vanderbilt University ; Nashville ; Tennessee) ; Li Wang (Vanderbilt University ; Nashville ; Tennessee) ; Christopher Fonnesbeck (Vanderbilt University ; Nashville ; Tennessee) ; John V Williams (Vanderbilt University ; Nashville ; Tennessee) ; Natasha Halasa (Vanderbilt University ; Nashville ; Tennessee),Kansas City ; Missouri ; Amman ; Jordan ; Amman ; Jordan ; Amman ; Jordan ; Nashville ; Tennessee ; Nashville ; Tennessee ; Nashville ; Tennessee ; Nashville ; Tennessee ; Nashville ; Tennessee
17259,b31emcp4,,
17260,kafc0p0d,,
17261,469zrqpi,X Chen (Zhejiang University ; Hangzhou ; Zhejiang ; China) ; H Zhou (National University of Singapore ; Singapore ; Singapore) ; Y B Liu (Zhejiang University ; Hangzhou ; Zhejiang ; China) ; J F Wang (National University of Singapore ; Singapore ; Singapore) ; H Li (National University of Singapore ; Singapore ; Singapore) ; C Y Ung (National University of Singapore ; Singapore ; Singapore) ; L Y Han (National University of Singapore ; Singapore ; Singapore) ; Z W Cao ; Y Z Chen (National University of Singapore ; Singapore ; Singapore),Hangzhou ; Zhejiang ; China ; Singapore ; Singapore ; Hangzhou ; Zhejiang ; China ; Singapore ; Singapore ; Singapore ; Singapore ; Singapore ; Singapore ; Singapore ; Singapore ;   ; Singapore ; Singapore
17262,v2izix9d,,
17263,2lam42jj,Jeffrey W Perry ; Stefan Taube ; Christiane E Wobus,  ;   ;  
17264,md5mhxvf,,
17265,dfl4zfmt,,
17266,vfxsm9ns,,
17267,cen2tts9,,
17268,jbx23rfw,,
17269,d1u7nwqy,,
17270,gqnzwyn3,,
17271,dbpw4u17,Nadine Paßlack ; G Marcus ;  Doherr ;  Jü Rgen Zentek,  ;   ;   ;  
17272,iaap737h,,
17273,ni0if15w,,
17274,2iyubjoe,,
17275,t9w4i3mn,,
17276,esggkw4u,,
17277,7c7yzgtj,,
17278,j5dadm27,,
17279,9a95q3gy,"Auré Lie Giamarchi (Université de la Méditerranée ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France) ; Shuang Feng (University of Sheffield Medical School ; Sheffield ; UK) ; Lise Rodat-Despoix (Université de la Méditerranée ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France) ; Yaoxian Xu (University of Sheffield Medical School ; Sheffield ; UK) ; Ekaterina Bubenshchikova (Case Western Reserve University ; MetroHealth Drive ; Cleveland ; OH ; USA) ; Linda J Newby (University of Sheffield Medical School ; Sheffield ; UK) ; Jizhe Hao (Université de la Méditerranée ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France) ; Christelle Gaudioso (Université de la Méditerranée ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France) ; Marcel Crest (Université de la Méditerranée ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France) ; Andrei N Lupas (Max-Planck-Institute for Developmental Biology ; Tuebingen, Germany) ; Eric Honoré (Valbonne ; France) ; Michael P Williamson (University of Sheffield ; Sheffield ; UK) ; Tomoko Obara (Case Western Reserve University ; MetroHealth Drive ; Cleveland ; OH ; USA) ; Albert Cm Ong (University of Sheffield Medical School ; Sheffield ; UK) ; Patrick Delmas (Université de la Méditerranée ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France)","Bd Pierre Dramard ; Cedex 15 ; Marseille ; France ; Sheffield ; UK ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France ; Sheffield ; UK ; MetroHealth Drive ; Cleveland ; OH ; USA ; Sheffield ; UK ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France ; Tuebingen, Germany ; Valbonne ; France ; Sheffield ; UK ; MetroHealth Drive ; Cleveland ; OH ; USA ; Sheffield ; UK ; Bd Pierre Dramard ; Cedex 15 ; Marseille ; France"
17280,0cyi5262,,
17281,u1ate016,,
17282,a9m9cnzv,,
17283,vulhzuyw,,
17284,ljtm19og,Kavaljit H Chhabra (Louisiana State University Health Sciences Center ; New Orleans ; LA ; USA) ; Harshita Chodavarapu (Louisiana State University Health Sciences Center ; New Orleans ; LA ; USA) ; Eric Lazartigues (Louisiana State University Health Sciences Center ; New Orleans ; LA ; USA),New Orleans ; LA ; USA ; New Orleans ; LA ; USA ; New Orleans ; LA ; USA
17285,kyw6ad4u,,
17286,8yn3myiz,,
17287,yhmh1e7r,,
17288,imh6e4bx,,
17289,75o3z87q,Guo Li (Virginia Commonwealth University ; 23298−0540 ; Richmond ; VA ; USA) ; Kendra M Haney (Virginia Commonwealth University ; 23298−0540 ; Richmond ; VA ; USA) ; Glen E Kellogg (Virginia Commonwealth University ; 23298−0540 ; Richmond ; VA ; USA) ; Yan Zhang (Virginia Commonwealth University ; 23298−0540 ; Richmond ; VA ; USA),23298−0540 ; Richmond ; VA ; USA ; 23298−0540 ; Richmond ; VA ; USA ; 23298−0540 ; Richmond ; VA ; USA ; 23298−0540 ; Richmond ; VA ; USA
17290,w5b5yrbo,,
17291,wtimex3n,,
17292,x856ycxq,,
17293,tl9cicq2,,
17294,8zp4w0ef,Marc F Doobay ; Lauren S Talman ; Teresa D Obr ; Xin Tian ; Robin L Davisson ; Eric Lazartigues,  ;   ;   ;   ;   ;  
17295,xysa7dzh,,
17296,xih73njn,,
17297,lyrgwxit,,
17298,ljosmial,,
17299,bgz1h20o,,
17300,fa38rkad,,
17301,o9b6ocdc,,
17302,gti5ufjv,,
17303,mnl8jpnb,,
17304,8v621ryo,,
17305,683i7jlv,,
17306,kjx74plx,,
17307,2mak42v7,,
17308,umnso91b,,
17309,nnihh9iq,,
17310,8ql5l93l,,
17311,eenlg8pf,,
17312,p88sqocj,,
17313,q67b8fzm,,
17314,fzqx256u,,
17315,t1puulmm,,
17316,t250v8bq,,
17317,e013spbj,,
17318,c4lzbqz1,,
17319,65arw9tm,,
17320,2pc7vz1a,,
17321,z398qeua,,
17322,fv9q0ff7,Jörg J Goronzy ; Cornelia M Weyand,  ;  
17323,t6bs467w,,
17324,s7vfzlof,,
17325,tegu2xpa,,
17326,zhzunz4v,J H Beigel (National Institutes of Health ; Bethesda ; Maryland ; USA),Bethesda ; Maryland ; USA
17327,2bh13n1l,,
17328,43dy5siv,Chunqing Luo (UPMC-Montefiore Hospital ; 3459 Fifth Ave ; 15213 ; Pittsburgh ; PA) ; Hans Hirsch (Universitätsspital Basel ; Switzerland) ; Jeffrey Kant (UPMC-Montefiore Hospital ; 3459 Fifth Ave ; 15213 ; Pittsburgh ; PA) ; Parmjeet Randhawa (UPMC-Montefiore Hospital ; 3459 Fifth Ave ; 15213 ; Pittsburgh ; PA),3459 Fifth Ave ; 15213 ; Pittsburgh ; PA ; Switzerland ; 3459 Fifth Ave ; 15213 ; Pittsburgh ; PA ; 3459 Fifth Ave ; 15213 ; Pittsburgh ; PA
17329,koks0qdj,,
17330,kxn6m175,,
17331,0mp1qqhn,,
17332,qufm6boc,Baodong Wu (York University ; Toronto ; Ontario ; Canada) ; Andrew White (York University ; Toronto ; Ontario ; Canada),Toronto ; Ontario ; Canada ; Toronto ; Ontario ; Canada
17333,jw9uyzdu,,
17334,arivkkj0,,
17335,qqe99lx5,,
17336,mup4icc5,,
17337,ciy8uxwa,,
17338,bb8837sk,,
17339,r1et78de,,
17340,vgymh4ms,,
17341,4210pixd,,
17342,mn9ry078,,
17343,5tp6qr4i,,
17344,g2o8x7ln,,
17345,g41dvot0,,
17346,wgka9usv,,
17347,cgq4szcn,,
17348,fsjqdem6,,
17349,z3eiwaoy,,
17350,xeev2wu9,,
17351,15ilml1a,,
17352,x2fix5up,,
17353,9i2jjzko,,
17354,754c4i7r,,
17355,amatbtok,,
17356,vc68rcng,,
17357,goqn932m,,
17358,ytolwx4i,,
17359,p711pmu1,D M Watts ; C J Peters ; P Newman ; N Wang ; N Yoshikawa ; C K Tseng ; P R Wyde,  ;   ;   ;   ;   ;   ;  
17360,ngzxgsk9,"Reem Hasan ; Julia Rhodes ; Somsak Thamthitiwat ; Sonja J Olsen ; Prabda Prapasiri ;  Drph ; Sathapana Naorat ; Malinee Chittaganpitch (National Institute of Health ; Nonthaburi ; Thailand, Thailand) ; Sununta Henchaichon ; Surang Dejsirilert (National Institute of Health ; Nonthaburi ; Thailand, Thailand) ; Prasong Srisaengchai ; Pongpun Sawatwong ; Anek Kaewpan ; Alicia M Fry ; Somchai Chuananon ; Tussanee Amornintapichet ; Susan A Maloney ; Henry C Baggett","  ;   ;   ;   ;   ;   ;   ; Nonthaburi ; Thailand, Thailand ;   ; Nonthaburi ; Thailand, Thailand ;   ;   ;   ;   ;   ;   ;   ;  "
